Customer ID,recency_days,Frequency,Monetary,R_score,F_score,M_score,RFM_total,Segment
17614,58,1,390.07,4,2,3,9,New Customer
17636,20,1,285.56,5,2,2,9,New Customer
17650,22,1,166.08,5,2,2,9,New Customer
17712,45,1,522.91,4,2,3,9,New Customer
17761,33,1,712.78,4,2,3,9,New Customer
17793,26,1,323.04,5,2,2,9,New Customer
17885,13,1,190.19,5,2,2,9,New Customer
17896,24,1,256.32,5,2,2,9,New Customer
17904,22,1,191.67,5,2,2,9,New Customer
17914,4,1,336.43,5,2,2,9,New Customer
18015,5,1,120.03,5,2,2,9,New Customer
18067,41,1,396.33,4,2,3,9,New Customer
18104,38,1,754.64,4,2,3,9,New Customer
18117,26,1,320.72,5,2,2,9,New Customer
18164,38,1,399.65,4,2,3,9,New Customer
18216,32,1,481.75,4,2,3,9,New Customer
18222,93,1,443,4,2,3,9,New Customer
18240,47,1,422.58,4,2,3,9,New Customer
12430,44,1,256.4,4,2,2,8,New Customer
12581,40,1,197.71,4,2,2,8,New Customer
12602,59,1,153.12,4,2,2,8,New Customer
12718,72,1,238.25,4,2,2,8,New Customer
12756,87,1,112.08,4,2,2,8,New Customer
12812,45,1,229.64,4,2,2,8,New Customer
12884,89,1,309.05,4,2,2,8,New Customer
12893,31,1,188.14,4,2,2,8,New Customer
12984,19,1,97.5,5,2,1,8,New Customer
12995,86,1,211.32,4,2,2,8,New Customer
13061,73,1,248.61,4,2,2,8,New Customer
13127,78,1,259.17,4,2,2,8,New Customer
13146,27,1,228.91,4,2,2,8,New Customer
13160,23,1,91.8,5,2,1,8,New Customer
13170,27,1,116.01,4,2,2,8,New Customer
13182,46,1,121.18,4,2,2,8,New Customer
13193,62,1,117.88,4,2,2,8,New Customer
13244,93,1,121.74,4,2,2,8,New Customer
13256,15,1,0,5,2,1,8,New Customer
13271,38,1,217.38,4,2,2,8,New Customer
13279,79,1,137.75,4,2,2,8,New Customer
13347,71,1,341.36,4,2,2,8,New Customer
13348,65,1,233.76,4,2,2,8,New Customer
13364,72,1,134.96,4,2,2,8,New Customer
13419,64,1,221.06,4,2,2,8,New Customer
13483,66,1,140.34,4,2,2,8,New Customer
13504,65,1,295.93,4,2,2,8,New Customer
13522,31,1,125.8,4,2,2,8,New Customer
13532,34,1,210.31,4,2,2,8,New Customer
13603,27,1,164.34,4,2,2,8,New Customer
13690,60,1,172.25,4,2,2,8,New Customer
13697,39,1,151.3,4,2,2,8,New Customer
13774,82,1,345,4,2,2,8,New Customer
13801,67,1,324.8,4,2,2,8,New Customer
13806,64,1,256.38,4,2,2,8,New Customer
13845,65,1,312.98,4,2,2,8,New Customer
13858,58,1,216.17,4,2,2,8,New Customer
13866,75,1,145.67,4,2,2,8,New Customer
13876,64,1,122.7,4,2,2,8,New Customer
13886,72,1,243.56,4,2,2,8,New Customer
14027,61,1,104.82,4,2,2,8,New Customer
14073,33,1,151.04,4,2,2,8,New Customer
14089,57,1,161,4,2,2,8,New Customer
14098,37,1,147.35,4,2,2,8,New Customer
14109,73,1,144.2,4,2,2,8,New Customer
14174,34,1,134.46,4,2,2,8,New Customer
14218,43,1,169.48,4,2,2,8,New Customer
14300,19,1,43.2,5,2,1,8,New Customer
14345,39,1,108.98,4,2,2,8,New Customer
14357,44,1,225.77,4,2,2,8,New Customer
14485,39,1,165.75,4,2,2,8,New Customer
14518,65,1,174.37,4,2,2,8,New Customer
14582,41,1,114.11,4,2,2,8,New Customer
14652,78,1,114.18,4,2,2,8,New Customer
14661,27,1,107.95,4,2,2,8,New Customer
14764,47,1,278.3,4,2,2,8,New Customer
14789,29,1,197.64,4,2,2,8,New Customer
14801,62,1,193.14,4,2,2,8,New Customer
14830,54,1,197.13,4,2,2,8,New Customer
14863,30,1,266.76,4,2,2,8,New Customer
14951,80,1,311.69,4,2,2,8,New Customer
14974,38,1,114.39,4,2,2,8,New Customer
15010,36,1,308.94,4,2,2,8,New Customer
15017,34,1,125.58,4,2,2,8,New Customer
15035,90,1,252.73,4,2,2,8,New Customer
15096,43,1,219.39,4,2,2,8,New Customer
15153,32,1,329.25,4,2,2,8,New Customer
15175,72,1,224.14,4,2,2,8,New Customer
15185,71,1,310.62,4,2,2,8,New Customer
15286,50,1,240.55,4,2,2,8,New Customer
15307,96,1,205.3,4,2,2,8,New Customer
15320,45,1,267.13,4,2,2,8,New Customer
15327,53,1,208.75,4,2,2,8,New Customer
15335,54,1,173.97,4,2,2,8,New Customer
15348,73,1,158.04,4,2,2,8,New Customer
15463,30,1,126.14,4,2,2,8,New Customer
15593,71,1,199.8,4,2,2,8,New Customer
15604,53,1,216.39,4,2,2,8,New Customer
15610,52,1,112.46,4,2,2,8,New Customer
15657,23,1,30,5,2,1,8,New Customer
15667,40,1,301.32,4,2,2,8,New Customer
15692,29,1,191.04,4,2,2,8,New Customer
15740,50,1,154.88,4,2,2,8,New Customer
15836,51,1,137.37,4,2,2,8,New Customer
15844,47,1,130.74,4,2,2,8,New Customer
15853,52,1,110.8,4,2,2,8,New Customer
15937,65,1,145.35,4,2,2,8,New Customer
16026,44,1,236.09,4,2,2,8,New Customer
16106,66,1,108.38,4,2,2,8,New Customer
16123,52,1,307.78,4,2,2,8,New Customer
16179,61,1,215.83,4,2,2,8,New Customer
16181,74,1,305.54,4,2,2,8,New Customer
16213,79,1,159,4,2,2,8,New Customer
16215,81,1,242.35,4,2,2,8,New Customer
16248,62,1,152.94,4,2,2,8,New Customer
16318,36,1,328.15,4,2,2,8,New Customer
16337,37,1,151.05,4,2,2,8,New Customer
16363,54,1,109.36,4,2,2,8,New Customer
16432,65,1,287.4,4,2,2,8,New Customer
16516,31,1,101.7,4,2,2,8,New Customer
16591,69,1,213.5,4,2,2,8,New Customer
16594,76,1,181.09,4,2,2,8,New Customer
16597,5,1,90.04,5,2,1,8,New Customer
16627,80,1,322.8,4,2,2,8,New Customer
16753,59,1,223.92,4,2,2,8,New Customer
16789,9,1,80.8,5,2,1,8,New Customer
16793,58,1,243.84,4,2,2,8,New Customer
16796,90,1,305.62,4,2,2,8,New Customer
16803,66,1,332.3,4,2,2,8,New Customer
16826,52,1,341.7,4,2,2,8,New Customer
16914,37,1,208.46,4,2,2,8,New Customer
16959,88,1,117.35,4,2,2,8,New Customer
17030,64,1,146.87,4,2,2,8,New Customer
17079,79,1,118.8,4,2,2,8,New Customer
17125,51,1,259.35,4,2,2,8,New Customer
17148,52,1,124.88,4,2,2,8,New Customer
17154,76,1,329.34,4,2,2,8,New Customer
17206,54,1,204.24,4,2,2,8,New Customer
17279,58,1,187.83,4,2,2,8,New Customer
17347,87,1,228.96,4,2,2,8,New Customer
17427,72,1,100.8,4,2,2,8,New Customer
17475,80,1,194.37,4,2,2,8,New Customer
17498,76,1,272.22,4,2,2,8,New Customer
17506,76,1,302.2,4,2,2,8,New Customer
17538,26,1,98.42,5,2,1,8,New Customer
17684,44,1,239.41,4,2,2,8,New Customer
17791,30,1,106.1,4,2,2,8,New Customer
17824,52,1,298.4,4,2,2,8,New Customer
17832,50,1,155.37,4,2,2,8,New Customer
17836,48,1,110.21,4,2,2,8,New Customer
17839,43,1,338.8,4,2,2,8,New Customer
17942,8,1,77.5,5,2,1,8,New Customer
17947,38,1,176.68,4,2,2,8,New Customer
17957,67,1,111.68,4,2,2,8,New Customer
17973,52,1,337.04,4,2,2,8,New Customer
18014,29,1,166.42,4,2,2,8,New Customer
18045,46,1,189.4,4,2,2,8,New Customer
18088,62,1,167.67,4,2,2,8,New Customer
18105,38,1,113.48,4,2,2,8,New Customer
18126,61,1,206.83,4,2,2,8,New Customer
18169,61,1,202.65,4,2,2,8,New Customer
18184,16,1,49.8,5,2,1,8,New Customer
18209,29,1,139.1,4,2,2,8,New Customer
18249,18,1,95.34,5,2,1,8,New Customer
18274,31,1,175.92,4,2,2,8,New Customer
12659,30,1,91.68,4,2,1,7,New Customer
13006,57,1,81.57,4,2,1,7,New Customer
13095,71,1,74.4,4,2,1,7,New Customer
13130,95,1,64,4,2,1,7,New Customer
13366,51,1,56.16,4,2,1,7,New Customer
13938,36,1,71.66,4,2,1,7,New Customer
13947,66,1,90.6,4,2,1,7,New Customer
14054,66,1,92.46,4,2,1,7,New Customer
14642,59,1,96.12,4,2,1,7,New Customer
14792,64,1,6.2,4,2,1,7,New Customer
15744,78,1,34.8,4,2,1,7,New Customer
16171,60,1,73.2,4,2,1,7,New Customer
16878,85,1,13.3,4,2,1,7,New Customer
16953,31,1,20.8,4,2,1,7,New Customer
17620,60,1,81.44,4,2,1,7,New Customer
17628,82,1,75.75,4,2,1,7,New Customer
17831,34,1,35.4,4,2,1,7,New Customer
17895,45,1,98,4,2,1,7,New Customer
17986,57,1,20.8,4,2,1,7,New Customer
18019,52,1,38.45,4,2,1,7,New Customer
18033,66,1,97.97,4,2,1,7,New Customer
12346,326,12,77556.46,3,5,5,13,Loyal
12357,34,3,18287.66,4,4,5,13,Loyal
12364,8,4,1313.1,5,4,4,13,Loyal
12371,45,5,4067.38,4,4,5,13,Loyal
12381,5,5,1845.31,5,4,4,13,Loyal
12393,73,6,2399.45,4,4,5,13,Loyal
12412,75,6,2596.93,4,4,5,13,Loyal
12421,16,6,1098.6,5,4,4,13,Loyal
12427,22,3,1129.3,5,4,4,13,Loyal
12432,43,5,5059.32,4,4,5,13,Loyal
12435,80,6,13925.93,4,4,5,13,Loyal
12438,15,2,2906.85,5,3,5,13,Loyal
12454,57,5,16679.78,4,4,5,13,Loyal
12456,45,3,3181.04,4,4,5,13,Loyal
12473,30,5,3938.55,4,4,5,13,Loyal
12488,10,3,1298.66,5,4,4,13,Loyal
12497,82,3,6248.5,4,4,5,13,Loyal
12502,96,5,3723.87,4,4,5,13,Loyal
12510,143,9,5178.02,3,5,5,13,Loyal
12516,78,4,2648.62,4,4,5,13,Loyal
12517,29,5,2502.84,4,4,5,13,Loyal
12518,1,5,2056.89,5,4,4,13,Loyal
12520,80,5,2634.26,4,4,5,13,Loyal
12526,1,3,1316.66,5,4,4,13,Loyal
12528,10,6,1933.48,5,4,4,13,Loyal
12536,44,3,12601.83,4,4,5,13,Loyal
12560,6,3,2134.01,5,4,4,13,Loyal
12576,36,8,2142.72,4,5,4,13,Loyal
12577,36,8,1653.75,4,5,4,13,Loyal
12586,18,4,2062.67,5,4,4,13,Loyal
12592,93,5,2582.66,4,4,5,13,Loyal
12599,30,13,2296.72,4,5,4,13,Loyal
12610,23,5,2099.54,5,4,4,13,Loyal
12620,15,3,1339.41,5,4,4,13,Loyal
12623,277,7,3747.84,3,5,5,13,Loyal
12631,58,6,3481.57,4,4,5,13,Loyal
12635,90,4,2930.41,4,4,5,13,Loyal
12640,24,3,1174.58,5,4,4,13,Loyal
12642,26,3,1013.26,5,4,4,13,Loyal
12643,129,12,8350.42,3,5,5,13,Loyal
12657,12,4,1643.18,5,4,4,13,Loyal
12673,6,3,1230.02,5,4,4,13,Loyal
12685,29,6,2863.08,4,4,5,13,Loyal
12691,29,7,1170.4,4,5,4,13,Loyal
12701,80,6,2446.41,4,4,5,13,Loyal
12739,79,4,2726.73,4,4,5,13,Loyal
12755,281,11,9030.66,3,5,5,13,Loyal
12758,117,7,9903.24,3,5,5,13,Loyal
12783,3,6,2225.91,5,4,4,13,Loyal
12784,10,3,1804.75,5,4,4,13,Loyal
12802,187,7,2416.42,3,5,5,13,Loyal
12828,3,6,1018.71,5,4,4,13,Loyal
12830,38,6,6814.64,4,4,5,13,Loyal
12840,144,7,4041.97,3,5,5,13,Loyal
12849,32,6,3090.56,4,4,5,13,Loyal
12853,135,11,3907.5,3,5,5,13,Loyal
12856,8,6,2179.93,5,4,4,13,Loyal
12863,53,6,2792.55,4,4,5,13,Loyal
12865,27,4,3323.47,4,4,5,13,Loyal
12872,327,12,3685.49,3,5,5,13,Loyal
12876,58,4,4081.79,4,4,5,13,Loyal
12912,3,5,1662.3,5,4,4,13,Loyal
12916,139,7,4654.02,3,5,5,13,Loyal
12919,9,6,1335.19,5,4,4,13,Loyal
12936,18,4,1063.9,5,4,4,13,Loyal
12950,3,3,1843,5,4,4,13,Loyal
12952,6,4,1387.79,5,4,4,13,Loyal
12976,212,8,3156.38,3,5,5,13,Loyal
12980,158,21,16245.78,3,5,5,13,Loyal
12982,243,8,2744.81,3,5,5,13,Loyal
12990,32,7,955.5,4,5,4,13,Loyal
12994,5,3,974.42,5,4,4,13,Loyal
13027,114,19,17335.2,3,5,5,13,Loyal
13037,139,12,3914.95,3,5,5,13,Loyal
13044,292,11,4853.9,3,5,5,13,Loyal
13052,213,7,3168.53,3,5,5,13,Loyal
13055,79,4,2321.11,4,4,5,13,Loyal
13064,13,6,1680.74,5,4,4,13,Loyal
13082,127,21,7335.75,3,5,5,13,Loyal
13085,158,8,2433.28,3,5,5,13,Loyal
13091,29,3,2321.82,4,4,5,13,Loyal
13092,71,12,2140.28,4,5,4,13,Loyal
13093,276,55,54943.65,3,5,5,13,Loyal
13124,90,4,4782.45,4,4,5,13,Loyal
13134,86,6,2475.23,4,4,5,13,Loyal
13145,40,7,1423.52,4,5,4,13,Loyal
13149,15,4,1676.06,5,4,4,13,Loyal
13159,9,4,1437.85,5,4,4,13,Loyal
13162,123,16,9275.49,3,5,5,13,Loyal
13167,19,5,1125.15,5,4,4,13,Loyal
13192,96,6,2558.58,4,4,5,13,Loyal
13208,59,9,1988.5,4,5,4,13,Loyal
13238,18,6,1006.63,5,4,4,13,Loyal
13249,93,9,1608.93,4,5,4,13,Loyal
13255,10,3,904.46,5,4,4,13,Loyal
13258,12,5,1035.18,5,4,4,13,Loyal
13259,62,9,1433.38,4,5,4,13,Loyal
13277,16,7,523.3,5,5,3,13,Loyal
13280,123,7,2322.63,3,5,5,13,Loyal
13282,19,4,1313.19,5,4,4,13,Loyal
13291,156,11,3320.84,3,5,5,13,Loyal
13308,23,4,1670.37,5,4,4,13,Loyal
13309,8,6,1706.37,5,4,4,13,Loyal
13330,93,6,2806.18,4,4,5,13,Loyal
13334,83,5,6263.75,4,4,5,13,Loyal
13344,68,3,2543.72,4,4,5,13,Loyal
13363,18,3,1723.86,5,4,4,13,Loyal
13373,61,6,7587.19,4,4,5,13,Loyal
13417,5,6,1669.49,5,4,4,13,Loyal
13427,20,6,1006.53,5,4,4,13,Loyal
13429,11,4,1006.8,5,4,4,13,Loyal
13447,24,3,1129.14,5,4,4,13,Loyal
13456,18,6,1766.72,5,4,4,13,Loyal
13461,39,6,4160,4,4,5,13,Loyal
13464,59,6,3097.64,4,4,5,13,Loyal
13485,234,11,3019.22,3,5,5,13,Loyal
13499,18,5,1159.11,5,4,4,13,Loyal
13500,24,4,1466.3,5,4,4,13,Loyal
13505,73,4,4393.63,4,4,5,13,Loyal
13516,22,4,1685.26,5,4,4,13,Loyal
13521,2,3,1093.65,5,4,4,13,Loyal
13523,34,6,5101.52,4,4,5,13,Loyal
13539,86,7,1569.36,4,5,4,13,Loyal
13542,377,17,4006.17,3,5,5,13,Loyal
13546,13,5,1092.14,5,4,4,13,Loyal
13564,145,37,17249.55,3,5,5,13,Loyal
13579,15,5,1539.04,5,4,4,13,Loyal
13589,15,6,1120.74,5,4,4,13,Loyal
13591,65,7,2093.94,4,5,4,13,Loyal
13593,109,14,5523.69,3,5,5,13,Loyal
13615,319,8,6272.53,3,5,5,13,Loyal
13617,41,8,1278.75,4,5,4,13,Loyal
13627,60,7,2245.9,4,5,4,13,Loyal
13631,100,11,3070.42,3,5,5,13,Loyal
13635,68,4,2999.16,4,4,5,13,Loyal
13643,32,10,2156.77,4,5,4,13,Loyal
13652,46,5,2570.85,4,4,5,13,Loyal
13659,206,12,4894.88,3,5,5,13,Loyal
13662,86,11,2250.11,4,5,4,13,Loyal
13715,282,17,8483.29,3,5,5,13,Loyal
13717,33,8,1763.3,4,5,4,13,Loyal
13722,132,10,5635.41,3,5,5,13,Loyal
13725,50,8,1980.56,4,5,4,13,Loyal
13727,29,8,1080.05,4,5,4,13,Loyal
13748,96,9,2268.35,4,5,4,13,Loyal
13763,64,3,5217.44,4,4,5,13,Loyal
13764,71,6,2953.26,4,4,5,13,Loyal
13799,117,9,2803.57,3,5,5,13,Loyal
13802,139,19,26259.11,3,5,5,13,Loyal
13808,6,5,1747.66,5,4,4,13,Loyal
13846,25,4,1307.79,5,4,4,13,Loyal
13849,52,5,3469.3,4,4,5,13,Loyal
13860,2,5,1245.9,5,4,4,13,Loyal
13868,8,2,3192.54,5,3,5,13,Loyal
13869,124,10,8111.57,3,5,5,13,Loyal
13878,55,4,2473.06,4,4,5,13,Loyal
13882,3,5,1191.13,5,4,4,13,Loyal
13895,29,6,4008.52,4,4,5,13,Loyal
13908,80,4,2369.55,4,4,5,13,Loyal
13924,2,6,1838.85,5,4,4,13,Loyal
13929,170,11,3494.1,3,5,5,13,Loyal
13952,218,14,12823.52,3,5,5,13,Loyal
13956,6,5,1026.42,5,4,4,13,Loyal
13958,380,8,4709.23,3,5,5,13,Loyal
13963,309,17,3011.87,3,5,5,13,Loyal
13984,27,12,2048.6,4,5,4,13,Loyal
14016,162,11,11403.41,3,5,5,13,Loyal
14020,17,4,1249.01,5,4,4,13,Loyal
14038,79,5,3069.88,4,4,5,13,Loyal
14045,110,16,11313.03,3,5,5,13,Loyal
14075,5,6,1734.87,5,4,4,13,Loyal
14081,303,10,5370.1,3,5,5,13,Loyal
14102,6,5,1360.28,5,4,4,13,Loyal
14116,20,5,1382.74,5,4,4,13,Loyal
14126,8,4,1172.46,5,4,4,13,Loyal
14141,3,4,915.13,5,4,4,13,Loyal
14152,76,7,1997.34,4,5,4,13,Loyal
14154,240,8,6460.7,3,5,5,13,Loyal
14157,20,5,1002.78,5,4,4,13,Loyal
14161,216,7,3318.88,3,5,5,13,Loyal
14163,88,5,2594.62,4,4,5,13,Loyal
14167,40,8,1296.49,4,5,4,13,Loyal
14177,87,13,2229.34,4,5,4,13,Loyal
14201,61,10,1193.54,4,5,4,13,Loyal
14204,3,4,1062.96,5,4,4,13,Loyal
14210,106,16,5861.52,3,5,5,13,Loyal
14216,4,5,2150.04,5,4,4,13,Loyal
14226,29,6,3002.53,4,4,5,13,Loyal
14250,8,3,1904.05,5,4,4,13,Loyal
14289,9,6,911.26,5,4,4,13,Loyal
14295,41,5,2362.91,4,4,5,13,Loyal
14297,18,4,1305.33,5,4,4,13,Loyal
14306,52,6,3151.4,4,4,5,13,Loyal
14332,23,5,1943.51,5,4,4,13,Loyal
14336,17,4,1614.91,5,4,4,13,Loyal
14342,22,6,918.44,5,4,4,13,Loyal
14344,128,20,3333.7,3,5,5,13,Loyal
14359,20,3,912.18,5,4,4,13,Loyal
14364,109,8,3717.35,3,5,5,13,Loyal
14396,66,7,2121.93,4,5,4,13,Loyal
14418,4,3,1937.25,5,4,4,13,Loyal
14421,58,6,2469.37,4,4,5,13,Loyal
14428,8,5,1244.83,5,4,4,13,Loyal
14432,10,6,2255.51,5,4,4,13,Loyal
14434,22,6,1372.8,5,4,4,13,Loyal
14442,205,7,5367.02,3,5,5,13,Loyal
14443,54,5,2386.47,4,4,5,13,Loyal
14446,1,5,1241.31,5,4,4,13,Loyal
14447,19,6,1711.73,5,4,4,13,Loyal
14461,149,13,6713.5,3,5,5,13,Loyal
14462,67,12,2270.01,4,5,4,13,Loyal
14465,247,11,3946.03,3,5,5,13,Loyal
14480,12,4,1299.52,5,4,4,13,Loyal
14487,27,7,1453.61,4,5,4,13,Loyal
14496,312,7,2668.23,3,5,5,13,Loyal
14499,27,7,2138.97,4,5,4,13,Loyal
14511,12,5,1314.81,5,4,4,13,Loyal
14532,237,11,3859.18,3,5,5,13,Loyal
14548,151,9,2627.49,3,5,5,13,Loyal
14550,11,4,1353.31,5,4,4,13,Loyal
14551,19,7,880.04,5,5,3,13,Loyal
14555,58,6,2315.63,4,4,5,13,Loyal
14565,96,5,3859.22,4,4,5,13,Loyal
14573,180,13,2621.42,3,5,5,13,Loyal
14591,16,4,1447.14,5,4,4,13,Loyal
14597,12,6,2201.54,5,4,4,13,Loyal
14609,73,10,1486.2,4,5,4,13,Loyal
14623,33,10,2059.58,4,5,4,13,Loyal
14625,197,11,4497.88,3,5,5,13,Loyal
14644,68,7,2247.72,4,5,4,13,Loyal
14651,68,9,2034.12,4,5,4,13,Loyal
14657,18,6,1460.87,5,4,4,13,Loyal
14662,29,7,1416.33,4,5,4,13,Loyal
14669,242,7,3243.93,3,5,5,13,Loyal
14684,26,6,1468.55,5,4,4,13,Loyal
14698,2,5,1250.76,5,4,4,13,Loyal
14700,33,5,3116.26,4,4,5,13,Loyal
14708,3,5,2212.28,5,4,4,13,Loyal
14714,25,4,906.24,5,4,4,13,Loyal
14719,2,5,1602.13,5,4,4,13,Loyal
14725,25,4,1315.24,5,4,4,13,Loyal
14738,43,9,1821.9,4,5,4,13,Loyal
14740,198,11,4161.06,3,5,5,13,Loyal
14745,113,12,2571.81,3,5,5,13,Loyal
14758,145,7,2864.97,3,5,5,13,Loyal
14759,5,3,1625.97,5,4,4,13,Loyal
14770,233,8,3637.64,3,5,5,13,Loyal
14788,8,3,1156.32,5,4,4,13,Loyal
14817,201,7,3959.86,3,5,5,13,Loyal
14828,197,13,9839.46,3,5,5,13,Loyal
14829,30,7,1692.84,4,5,4,13,Loyal
14842,44,4,2824.69,4,4,5,13,Loyal
14853,25,5,1376.87,5,4,4,13,Loyal
14855,120,7,6520.3,3,5,5,13,Loyal
14859,13,5,1705.64,5,4,4,13,Loyal
14861,53,10,1380.73,4,5,4,13,Loyal
14867,186,16,2952.06,3,5,5,13,Loyal
14893,10,3,1809.61,5,4,4,13,Loyal
14902,26,3,1035.62,5,4,4,13,Loyal
14904,3,4,1640.64,5,4,4,13,Loyal
14912,17,6,1889.25,5,4,4,13,Loyal
14915,92,11,1811.25,4,5,4,13,Loyal
14918,116,9,5955.81,3,5,5,13,Loyal
14931,5,5,1257.68,5,4,4,13,Loyal
14934,82,5,3503.5,4,4,5,13,Loyal
14948,24,6,1101.97,5,4,4,13,Loyal
14953,26,4,1013.77,5,4,4,13,Loyal
14966,15,6,1115.84,5,4,4,13,Loyal
14984,20,6,1271.41,5,4,4,13,Loyal
15002,116,9,4817.28,3,5,5,13,Loyal
15009,13,3,1261.78,5,4,4,13,Loyal
15022,12,5,1186.09,5,4,4,13,Loyal
15028,9,6,1157.71,5,4,4,13,Loyal
15030,72,8,1979.91,4,5,4,13,Loyal
15032,257,8,13780.65,3,5,5,13,Loyal
15038,59,9,1309.86,4,5,4,13,Loyal
15043,32,6,2873.8,4,4,5,13,Loyal
15065,38,5,3326.86,4,4,5,13,Loyal
15067,79,5,3877.88,4,4,5,13,Loyal
15079,213,11,3767.35,3,5,5,13,Loyal
15095,104,10,3141.64,3,5,5,13,Loyal
15097,5,3,908.35,5,4,4,13,Loyal
15100,334,7,2894.7,3,5,5,13,Loyal
15101,9,6,1477.94,5,4,4,13,Loyal
15106,18,5,1422.52,5,4,4,13,Loyal
15110,24,6,1505.85,5,4,4,13,Loyal
15111,30,5,2730.87,4,4,5,13,Loyal
15116,18,4,1352.75,5,4,4,13,Loyal
15122,115,11,4497.47,3,5,5,13,Loyal
15132,19,5,977.93,5,4,4,13,Loyal
15136,3,4,1286.7,5,4,4,13,Loyal
15142,47,6,2619.92,4,4,5,13,Loyal
15145,5,4,1194.73,5,4,4,13,Loyal
15156,2,3,961.49,5,4,4,13,Loyal
15164,69,9,2068.92,4,5,4,13,Loyal
15172,9,5,1624.05,5,4,4,13,Loyal
15182,155,11,2998.95,3,5,5,13,Loyal
15186,15,5,1403.2,5,4,4,13,Loyal
15197,11,6,1877.51,5,4,4,13,Loyal
15201,88,7,1842.95,4,5,4,13,Loyal
15208,2,6,970.52,5,4,4,13,Loyal
15222,319,11,3550.91,3,5,5,13,Loyal
15228,67,6,5580.27,4,4,5,13,Loyal
15235,218,16,2937.81,3,5,5,13,Loyal
15237,2,4,1412.32,5,4,4,13,Loyal
15245,135,8,4610.84,3,5,5,13,Loyal
15260,101,25,9188.23,3,5,5,13,Loyal
15267,23,5,1717.36,5,4,4,13,Loyal
15269,24,3,1225.36,5,4,4,13,Loyal
15304,61,9,919.55,4,5,4,13,Loyal
15339,67,7,1827.84,4,5,4,13,Loyal
15353,255,7,3175.95,3,5,5,13,Loyal
15372,138,8,6017.06,3,5,5,13,Loyal
15379,170,8,4877.84,3,5,5,13,Loyal
15400,93,8,1302.3,4,5,4,13,Loyal
15436,13,3,1122.53,5,4,4,13,Loyal
15471,3,3,1316.56,5,4,4,13,Loyal
15491,96,6,3100.09,4,4,5,13,Loyal
15500,9,4,1131.56,5,4,4,13,Loyal
15505,53,5,3610.96,4,4,5,13,Loyal
15506,23,6,2040.03,5,4,4,13,Loyal
15511,12,5,909.23,5,4,4,13,Loyal
15525,3,4,1295.7,5,4,4,13,Loyal
15530,22,5,1813.72,5,4,4,13,Loyal
15551,37,7,1710.08,4,5,4,13,Loyal
15569,104,10,3586.35,3,5,5,13,Loyal
15581,121,38,7794.59,3,5,5,13,Loyal
15584,24,6,1277.5,5,4,4,13,Loyal
15587,51,7,1522.08,4,5,4,13,Loyal
15594,16,5,1771.78,5,4,4,13,Loyal
15596,101,9,3130.04,3,5,5,13,Loyal
15605,37,9,1936.8,4,5,4,13,Loyal
15621,5,4,1293.03,5,4,4,13,Loyal
15623,142,8,2437.05,3,5,5,13,Loyal
15625,104,9,3236.4,3,5,5,13,Loyal
15641,106,12,5345.55,3,5,5,13,Loyal
15645,19,3,1055.17,5,4,4,13,Loyal
15658,191,8,2423.47,3,5,5,13,Loyal
15701,3,4,1542.14,5,4,4,13,Loyal
15716,146,11,3056.81,3,5,5,13,Loyal
15745,20,4,1094.59,5,4,4,13,Loyal
15757,66,6,2940.36,4,4,5,13,Loyal
15768,116,34,15601.09,3,5,5,13,Loyal
15786,47,5,8514.82,4,4,5,13,Loyal
15791,44,5,3608.34,4,4,5,13,Loyal
15808,307,21,18409.93,3,5,5,13,Loyal
15809,37,7,1274.44,4,5,4,13,Loyal
15812,108,12,5201.47,3,5,5,13,Loyal
15822,4,6,1840.06,5,4,4,13,Loyal
15826,57,4,2598.28,4,4,5,13,Loyal
15850,20,6,1058.72,5,4,4,13,Loyal
15885,93,15,1951.82,4,5,4,13,Loyal
15900,24,4,900.4,5,4,4,13,Loyal
15901,17,7,703.22,5,5,3,13,Loyal
15907,4,3,967.45,5,4,4,13,Loyal
15933,22,3,1107.46,5,4,4,13,Loyal
15948,9,3,1509.09,5,4,4,13,Loyal
15951,9,3,1013.17,5,4,4,13,Loyal
15969,3,5,1127.05,5,4,4,13,Loyal
15978,78,3,3279.42,4,4,5,13,Loyal
15985,124,7,2715.28,3,5,5,13,Loyal
15990,45,7,2010.05,4,5,4,13,Loyal
15996,89,7,1686.9,4,5,4,13,Loyal
16009,23,4,992.71,5,4,4,13,Loyal
16012,36,5,2989.79,4,4,5,13,Loyal
16027,92,15,2048.36,4,5,4,13,Loyal
16036,88,4,2556.84,4,4,5,13,Loyal
16041,31,3,3166.4,4,4,5,13,Loyal
16043,38,8,1856.59,4,5,4,13,Loyal
16045,120,8,3434.93,3,5,5,13,Loyal
16053,33,6,3634.84,4,4,5,13,Loyal
16065,366,8,2382.62,3,5,5,13,Loyal
16066,17,5,1521.87,5,4,4,13,Loyal
16079,17,3,1352,5,4,4,13,Loyal
16099,51,7,1573.2,4,5,4,13,Loyal
16101,71,4,3229.16,4,4,5,13,Loyal
16120,60,6,3056.91,4,4,5,13,Loyal
16125,368,14,4587.65,3,5,5,13,Loyal
16134,22,5,2145.34,5,4,4,13,Loyal
16139,19,5,1111.15,5,4,4,13,Loyal
16169,9,4,1822.97,5,4,4,13,Loyal
16172,96,8,1884.55,4,5,4,13,Loyal
16173,16,6,1418.32,5,4,4,13,Loyal
